Title,Text
Video Puan tawarkan diri jadi Cawapres Anies,"PDIP mengumumkan Gubernur Jawa Tengah, Ganjar Pranowo sebagai Capres dari PDIP pada 21 April lalu yang diumumkan oleh Megawati dan didampingi oleh Jokowi. Sebuah unggahan video di YouTube menyatakan karena tidak terpilihnya Puan Maharani sebagai Capres dari PDIP, Puan menawarkan diri untuk menjadi Cawapres Anies Baswedan. Berikut narasi dalam unggahan tersebut: “Mengejutkan Gara2 Tak Terpilih Capres Pdi, Puan Tawarkan Diri Untuk Jadi Cawapres Anies Hari Ini” Namun, benarkah Puan menawarkan diri untuk menjadi Cawapres Anies Baswedan karena tidak dipilih menjadi Capres dari PDIP? Unggahan video hoaks yang menyatakan Puan menawarkan diri untuk menjadi Cawapres Anies karena gagal dicalonkan sebagai Capres PDIP. Faktanya, isi video tidak sesuai dengan narasi judul. (YouTube) Berdasarkan penelusuran, dalam video berdurasi delapan menit tersebut, tidak terdapat narasi Puan menawarkan diri menjadi Capres Anies. Narator dalam video hanya membacakan artikel dari Gelora yang berjudul “Nama Puan Masuk Bursa Cawapres Anies Baswedan, Elite PDIP: Monggo Tak Kami Halangi”. Dalam artikel tersebut menjelaskan Ketua Tim Pemenangan Pemilu PDIP untuk bacapres Ganjar, Puan Maharani masuk kedalam radar Cawapres Anies. Hal tersebut diungkapkan oleh Anggota Tim Delapan Koalisi Perubahan untuk Persatuan (KPP) Dadang Dirgantara. Menanggapi hal tersebut, Puan mengaku tidak masalah dirinya masuk ke dalam bursa cawapres Anies. Menurutnya, dinamika tersebut wajar terjadi di dalam dunia politik. ""Kan memang namanya mencermati bacawapres ya boleh saja, ada nama-nama yang kemudian muncul,"" kata Puan, dilansir dari Viva. Dengan demikian, unggahan video yang menyatakan Puan menawarkan diri jadi Cawapres Anies karena gagal jadi Capres PDIP merupakan keliru. Hingga saat ini, belum ada informasi resmi mengenai bakal Cawapres dari Anies Baswedan. Video Puan tawarkan diri jadi Cawapres Anies Hoaks"
Ratusan ikan di Tuban mati karena terkontaminasi limbah nuklir,"Jakarta (ANTARA/JACX) – Jepang menjadi perbincangan hangat baru-baru ini karena melakukan pembuangan olahan limbah nuklir ke lautan pasifik. Dampaknya, beberapa negara yang mengecam tindakan tersebut. Sebuah pesan berantai di WhatsApp memberikan imbauan untuk tidak memakan ikan laut dikarenakan nelayan di Tuban mendapati jaringan ikan sudah mati. Hal tersebut dikhawatirkan terjadi karena ikan sudah terkontaminasi limbah nuklir. Imbauan tersebut disertai dengan video nelayan di laut dengan banyak ikan yang terlihat sudah mati. Berikut narasi dalam unggahan tersebut: “Demi kesehatan jangan makan ikan Sorè hari ini nelayan tuban mendapat jaringan ikan sdh pada mati Di khawatirkan sdh terkontiminasi limbah nuklir yg berbahaya. Jaga kesehatan teman2 musim penyakit lg…” Namun, benarkah ratusan ikan di Tuban mati karena terkontaminasi limbah nuklir? Unggahan video yang dinarasikan ratusan ikan di Tuban mati karena terkontaminasi limbah. Faktanya, Kepala Bidang Perikanan DKP2P Tuban, Linggo Indarto menyatakan bahwa hal tersebut tidak benar. (WhatsApp) Dilansir dari laman resmi Pemkab Tuban, Kepala Bidang Perikanan DKP2P Tuban, Linggo Indarto menyatakan bahwa hal tersebut tidak benar alias hoaks. Pihaknya telah memanggil nelayan yang bersangkutan untuk menjelaskan kronologi atas video tersebut. “Berdasarkan penjelasan dari Bapak Sutrisno (nelayan yang bersangkutan) dan rukun nelayan, ikan yang ditangkap dari laut dalam kondisi sehat dan segar,” kata Linggo di Tuban, Kamis (14/09). Sutrisno merasa sedih saat mengetahui berita tentang hasil tangkapannya yang diisukan mati karena terkontaminasi limbah. Dengan demikian, video dengan narasi ratusan ikan di Tuban mati karena terkontaminasi limbah nuklir merupakan keliru. Ratusan ikan di Tuban mati karena terkontaminasi limbah nuklir Hoaks"
PJ GUBERNUR JATENG BERADA DI BARISAN TKN PRABOWO GIBRAN,"Hasil Periksa Fakta Gabriela NauliFaktanya, keberadaan dari PJ Gubernur Jateng, Nana Sudjana, dalam menyambut Prabowo di bandara bersama anggota TKN Prabowo-Gibran, semata-mata hanya sebagai bentuk penghormatan terhadap kehadiran menteri ke wilayah pemerintahannya.Selengkapnya ada di penjelasan. TWITTER PJ GUBERNUR JATENG DI BARISAN TKN PRABOWO-GIBRAN”Sebuah unggahan beredar melalui media sosial X/Twitter, video dari PJ Gubernur Jateng, Nana Sudjana, yang terlihat berada di antara barisan pendukung Prabowo-Gibran. Video yang diunggah oleh akun bernama @AbunawasReturn ini, memperlihatkan Nana yang turut ikut menyambut kedatangan Prabowo di bandara Ahmad Yani. Tampak bahwa setelah keluar dari pesawat, Prabowo terlebih dahulu menghampiri dan bersalaman dengan PJ Gubernur Jateng tersebut. Di dalam video ini pun ditambahkan sebuah narasi yang mempertanyakan mengapa PJ Gubernur Jateng yang sementara ini sedang menjabat sebagai kepala daerah, turut ikut bergabung dengan barisan Tim Kampanye Nasional (TKN) dari Prabowo-Gibran.Setelah melakukan penelusuran terhadap spekulasi yang tengah beredar menyangkut PJ Gubernur Jateng, ditemukan sebuah klarifikasi dari pihak yang bersangkutan mengenai hal tersebut. Melansir dari artikel milik media Detik.com yang diterbitkan pada 21 Desember 2023 lalu, Nana Sudjana, yang kemudian akrab disapa Nana, menjelaskan bahwa penyambutan yang dilakukan olehnya terhadap kedatangan Prabowo, semata-mata hanya sebagai bentuk penghormatan terhadap Menteri Pertahanan yang datang ke Jawa Tengah.Menjemput ya, menjemput dan menerima dengan baik, jadi seluruh menteri atau pemerintahan pusat, dalam hal ini apakah kementerian atau lembaga, kami ketika ada kesempatan untuk menjemput, kami lakukan penjemputan itu. Kami itu suatu keharusan bagi kita sebagai pejabat di daerah, tentunya memberi penjemputan itu lumrah, hal yang biasa itu,” jelas Nana usai hadir acara di Patra Semarang, Kamis (21/12/2023).“Dan tidak hanya kepada pak Menteri Pertahanan, kami juga menjemput hampir semua menteri yang datang ke wilayah kami, tidak ada kepentingan apa-apa bagi kami,” imbuhnya.Nana dengan tegas menyatakan bahwa pihaknya tidak ada kaitannya dengan tim pemenangan pemilu, atau hal lain yang berkaitan dengan itu.“Kemarin kejadiannya di Bandara Lanumad, itu acaranya hanya penjemputan dan setelah penjemputan itu beliau melakukan kegiatan, kami pun melakukan kegiatan yang lain, kami tidak pernah melakukan kegiatan apalagi terkait masalah pemilu, itu tidak kami lakukan,” tegasnya.Jadi dapat disimpulkan, narasi yang menyebutkan tentang mengapa PJ Gubernur Jateng berada di barisan TKN Prabowo-Gibran, merupakan narasi yang keliru dan termasuk ke dalam kategori misleading content atau konten menyesatkan. abunawas return (@AbunawasReturn) December 21, 2023"
TIDAK ADA DEBAT CAPRES-CAWAPRES PADA PEMILU 2024,"Hasil Periksa Fakta Gabriela Nauli SinagaFaktanya, Ketua KPU RI telah mengonfirmasi bahwa kampanye dengan metode debat pasangan capres dan cawapres akan tetap dilaksanakan. Pelaksanaan debat ini juga akan dilakukan selama 5 kali sesuai dengan yang tercantum di dalam undang-undang.Selengkapnya ada di penjelasan. INSTAGRAM ada jadwal debat, ketahuan kan karena calon sebelah tidak punya gagasan & ide. Takut yee makanya kpu nya sudah di atur. INDONESIA SEDANG TIDAK BAIK2 SAJA”Beredar sebuah informasi melalui media sosial Instagram, tentang tidak adanya sesi debat capres-cawapres dalam rangkaian kegiatan Pemilu 2024 yang diselenggarakan oleh Komisi Pemilihan Umum (KPU). Dalam unggahan milik akun @sumatera.referendum, tampak sebuah gambar yang diklaim sebagai timeline kegiatan Pemilu 2024 dengan tambahan narasi yang berbunyi, “Tidak ada jadwal debat, ketahuan kan karena calon sebelah tidak punya gagasan & ide. Takut yee makanya kpu nya sudah di atur. INDONESIA SEDANG TIDAK BAIK2 SAJA”. Lalu apakah benar KPU tidak mengadakan sesi debat capres dan cawapres dalam Pemilu 2024 mendatang?Setelah melakukan penelusuran terkait dengan informasi tersebut, ditemukan sebuah fakta yang menunjukkan bahwa klaim mengenai KPU tidak menyelenggarakan sesi debat capres-cawapres dalam rangkaian Pemilu 2024 merupakan sebuah informasi yang keliru. Perlu diketahui, bahwa pelaksanaan debat capres dan cawapres merupakan salah satu bentuk kampanye yang difasilitasi oleh KPU sesuai dengan amanat peraturan perundang-undangan. Hal ini tercantum dalam Undang-Undang Nomor 7 Tahun 2017 tentang Pemilihan Umum dan PKPU Nomor 23 Tahun 2018 tentang Kampanye Pemilihan Umum. Jadi, pelaksanaan debat capres dan cawapres dilaksanakan selama waktu pelaksanaan kampanye, sesuai dengan timeline yang telah ditetapkan oleh KPU.Melansir dari artikel antaranews.com, Ketua KPU RI, Hasyim Asy’ari, menyatakan bahwa akan tetap menggelar kampanye dengan metode debat capres dan cawapres.“Insyaallah tetap ada kampanye dengan metode debat capres-cawapres,” kata Hasyim di Kantor KPU RI.Dia menjelaskan debat capres-cawapres dilakukan sebanyak lima kali, sebagaimana tertuang dalam Pasal 277 UU Nomor 7 Tahun 2017 tentang Pemilihan Umum (Pemilu). Dia lalu merinci bahwa dalam lima kali debat itu, para capres akan melakukan debat sebanyak tiga kali dan cawapres dua kali.Jadi dapat disimpulkan bahwa kabar yang menyebutkan bahwa tidak ada penyelenggaraan debat capres dan cawapres dalam timeline kegiatan Pemilu 2024 merupakan informasi yang keliru dan termasuk ke dalam kategori misleading content atau konten yang menyesatkan. Nomor 7 Tahun 2017 tentang Pemilihan Umum[SALAH] KPU Tidak Mengadakan Debat Capres pada Pemilu 2024"
WARGA NU SE-INDONESIA SEPAKAT TOLAK PRABOWO NYAPRES DEMI MENANGKAN GANJAR,"Hasil periksa fakta Pekik Jalu utomo.Faktanya dalam video tersebut hanya berisi beberapa cuplikan dari video berbeda yang tidak berkaitan dan ditambahi dengan narasi yang menyesatkan.  (Youtube)WARGA NU SE INDONESIA NYATAKAN SEPAKAT TOLAK PRABOWO NYAPRES,DEMI MENANGKAN GANJAR..TOLAK PRABOWO CAPRESSEMUA ANGGOTA PETINGGI NU TAK TAKUT SANKSI GRINDRABeredar sebuah video dari channel youtube bernama AKTUAL yang menampilkan gambar thumbnail pertemuan Pengurus Besar Nahdlatul Ulama (PBNU) disertai narasi yang menyatakan bahwa warga NU se-Indonesia sepakat untuk menolak Prabowo nyapres demi menangkan Ganjar.Setelah dilakukan penelusuran, thumbnail yang menampilkan pertemuan Pengurus Besar Nahdlatul Ulama (PBNU) tersebut merupakan momen ketika Pembacaan keputusan tanggal perhelatan Muktamar ke-34 NU di kantor PBNU Jakarta, Selasa, 7 Desember 2021.Foto aslinya dapat dilihat pada artikel situs nu.or.id berjudul “Tok! Muktamar Ke-34 NU Tetap Digelar 23-25b Desember 2021 di Lampung”.Narator dalam video tersebut hanya membacakan artikel dari fajar.co.id berjudul “Jika Gibran Masih Cawapres, Jokowi Diyakini Tidak Akan Bisa Netral” yang dimuat pada 10 November 2023.Dalam artikel tersebut membahas tentang dipertanyakannya netralitas presiden Jokowi dalam pemilu 2024 dengan majunya Gibran Rakabuming menjadi cawapres Prabowo Subianto.Berdasarkan penjelasan di atas, klaim narasi yang disebar luaskan oleh channel youtube AKTUAL tersebut tidak terbukti dan termasuk ke dalam konten yang menyesatkan. Gibran Masih Cawapres, Jokowi Diyakini Tidak Akan Bisa Netral"
ANIES AKAN BUBARKAN BUMN JIKA TERPILIH MENJADI PRESIDEN,"Hasil periksa fakta Pekik Jalu Utomo.Faktanya, melalui wawancara dengan media Anies Baswedan telah membantah isu terkait dirinya akan bubarkan BUMN. Anies justru akan mendorong kemajuan BUMN dengan nilai-nilai meritokratik dan asesmen kinerja yang baik.  (Facebook) Gimana ngga bilang GOBLOK sama pendukung Anies, masa dukung capres yang bakal bubarkan BUMN ?, kan DONGOK namanya !Beredar narasi yang mengklaim bahwa Anies Baswedan akan membubarkan Badan Usaha Milik Negara (BUMN) jika terpilih sebagai presiden. Narasi tersebut berasal dari akun facebook bernama Mursidi Fuad yang dibagikan ke dalam grub facebook INDONESIA BERSUARA.Setelah dilakukan penelusuran, ditemukan pemberitaan terkait Anies Baswedan menepis isu bahwa dirinya akan membubarkan BUMN. Anies menyebut dirinya justru akan mendorong kemajuan BUMN dengan nilai-nilai meritokratik dan asesmen kinerja yang baik.Informasi tersebut dimuat pada salah satu video dari channel youtube resmi METRO TV berjudul “Anies Baswedan Tepis Isu Bakal Bubarkan BUMN” yang tayang pada 12 Desember 2023.Dengan demikian, klaim narasi yang menyatakan Anies akan membubarkan BUMN adalah keliru dan termasuk ke dalam konten yang menyesatkan."
"Ternyata Semua Kesalahan Hitungan Suara, Anies Akhirnya Unggul Saat Ini","Hasil Periksa Fakta Vinanda (Relawan Mafindo)Faktanya, video yang digunakan bersumber dari video pembacaan berita di kanal Youtube Merdekadotcom yang berjudul “Quick Count Indikator di DKI Suara 30,04%: Anies Melesat 43,41% Dipepet Ketat Prabowo” yang diunggah pada 14  Februari 2024. Video yang digunakan tidak menyebutkan adanya klaim kesalahan perhitungan suara sebagaimana narasi yang beredar.Penggunaan informasi yang sesat untuk membingkai sebuah isu atau individu.Beredar sebuah video yang diunggah oleh akun Tiktok @willy.nahampun  (arsip  pada 18 Februari 2024 yang menampilkan cuplikan video pembacaan berita dari kanal YouTube Merdekadotcom dan diunggah dengan narasi sebagai berikut:“Ternyata Semua Kesalahan Hitungan Suara, Anies Akhirnya Unggul Saat Ini”Beredar sebuah video yang diunggah oleh akun Tiktok @willy.nahampun pada 18 Februari 2024 yang menampilkan pembacaan berita yang bersumber dari kanal YouTube Merdekadotcom. Video tersebut diunggah dengan klaim sebagai bukti kesalahan perhitungan suara oleh KPU. Setelah dilakukan penelusuran, ditemukan fakta bahwa video yang digunakan merupakan video yang bersumber dari berita di kanal YouTube Merdekadotcom yang berjudul “Quick Count Indikator di DKI Suara 30,04%: Anies Melesat 43,41% Dipepet Ketat Prabowo”. Video tersebut diunggah pada 14  Februari 2024.Quick Count yang ditampilkan merupakan hasil perolehan suara di wilayah Provinsi DKI Jakarta dari Lembaga Survei Indikator Politik.Pada menit ke 0.40, Luluk Handayani memaparkan data survei Quick Count DKI Jakarta yang masuk ke Leembaga Survei Indikator Politik sebesar 33,04 persen. Secara keseluruhan, Anies Muhaimin unggul dengan memperoleh 43,41 persen, Prabowo-Gibran 40,38 persen, dan Ganjar-Mahfud 16,22 persen.Dengan demikian, klaim bahwa terjadi kesalahan perhitungan suara dan Anies-Muhaimin (AMIN) unggul saat ini, tidak benar. Video yang digunakan tidak menyebutkan adanya klaim tersebut."
Benarkah Prabowo resmi tetapkan Ganjar Pranowo sebagai bakal cawapres-nya?,"Sebuah unggahan video di YouTube menarasikan bahwa Prabowo secara resmi telah menetapkan Ganjar Pranowo sebagai bakal Cawapresnya di Pilpres 2024 mendatang. Sebelumnya, Ganjar Pranowo merupakan bakal Capres yang diusung dari PDIP, PSI, Hanura, dan PPP. Pengumuman Ganjar capres PDIP itu disampaikan oleh Ketua umum PDIP Megawati Sukarnoputri di Istana Batutulis, Bogor. Berikut narasi dalam unggahan tersebut: “PRABOWO RESMI TETAPKAN GANJAR !! ANIES-PALOH DAN PENGUSUNGNYA KERINGAT DINGIN KARNA INI...” Namun, benarkah Prabowo resmi tetapkan Ganjar Pranowo sebagai Cawapres-nya di Pilpres 2024 pada awal Oktober 2023? Unggahan video hoaks yang menarasikan Prabowo resmi menetapkan Ganjar sebagai cawapresnya di Pilpres 2024. Faktanya, unggahan video tidak sesuai dengan narasi judul. (YouTube) Berdasarkan penelusuran, dalam video tersebut tidak terdapat informasi mengenai Prabowo menetapkan Ganjar menjadi cawapresnya. Dalam video tersebut, narator membacakan artikel JPNN yang berjudul “Elektabilitas Ganjar Moncer di Jatim Setelah Deklarasi AMIN, Prabowo Turun”. Artikel tersebut menjelaskan hasil survei terbaru Politika Research and Consulting (PRC) pasca-deklarasi AMIN (Anies Baswedan-Cak Imin) di Jawa Timur menunjukkan elektabilitas Ganjar Pranowo berada di posisi teratas. Selain itu, pada Rapat Kerja Nasional IV PDIP di Jakarta, Ahad (1/10) menyebut PDIP dan para partai pendukung selalu memperjuangkan calon presiden Ganjar Pranowo untuk pemenangan Pilpres 2024. Ia pun menegaskan bahwa Ganjar Pranowo tidak mungkin dijadikan sebagai calon wakil presiden, dilansir dari ANTARA. Prabowo resmi tetapkan Ganjar Pranowo sebagai Cawapres-nya pada awal Oktober 2023 Hoaks"
"Kondisi Gibran Kritis, Sumpah dan Kutukan Megawati Benar-Benar Jadi Kenyataan","Hasil periksa fakta Siti Lailatul FitriyahUnggahan video dengan klaim bahwa kondisi Gibran Rakabuming Raka saat ini sedang kritis adalah konten yang dimanipulasi. Judul, isi video dan narasi dalam video tidak sesuai. Dalam video tersebut sama sekali tidak ditemukan informasi mengenai hal tersebut.  “ VIRAL !! INNALILAHI KONDISI GIBRAN KRITIS, SUMPAH & KUTUKAN MEGAWATI BENAR” JADI KENYATAAN”Sebuah akun Youtube dengan nama pengguna “TOPIK NEWS” mengunggah video dengan klaim bahwa Gibran Rakabuming Raka saat ini sedang kritis dan kutukan Megawati benar terjadi. Faktanya tidak ada bukti kredibel mengenai hal tersebut.Setelah menonton keseluruhan dari isi video, tidak ditemukan informasi valid terkait klaim dalam narasi. Video tersebut hanya berisi potongan video dan gambar dari peristiwa yang berbeda-beda yang digabung menjadi satu. Dalam video tersebut membahas mengenai majunya Gibran sebagai calon wakil Presiden Prabowo Subianto. Ternyata narasi dalam video tersebut diambil dari sebuah redaksi opini yang ditulis Asyari Usman (jurnalis senior) dengan judul “Kalau Gibran Cawapres Prabowo, Waspadailah Kecurangan”. Tidak ditemukan bukti yang kredibel terkait kondisi Gibran yang sedang kritis seperti pada klaim. Sehingga dapat disimpulkan unggahan di atas adalah konten yang dimanipulasi."
Anies Mundur Jadi Capres Usai KPK Menetapkannya Tersangka Korupsi Formula E,"Hasil periksa fakta Vendra PanjiUnggahan tersebut merupakan berita yang tidak benar karena hingga kini Anies masih menjadi salah satu calon presiden di pilpres 2024, foto yang memperlihatkan Anies mengenakan baju tahanan KPK tersebut merupakan hasil manipulasi. Tiktok  (arsip) “Surya Paloh Maha Besar Anies akan ditetapkan sbg Tersangka Oleh KPK” Beredar di Tiktok sebuah unggahan video yang berisi klaim jika KPK menetapkan Anies sebagai tersangka korupsi Formula E yang mengakibatkan dirinya gagal menjadi capres.Pada unggahan video itu memuat beberapa potongan gambar dari logo KPK dan sebuah gambar yang menampilkan Anies sedang diborgol menggunakan rompi oren. Namun setelah dilakukan pencarian gambar, rupanya gambar tersebut merupakan hasil editan.Dilansir dari artikel terbitan medcom.id yang berjudul ”[Cek Fakta] Foto Anies Diborgol dan Gunakan Rompi Tahanan KPK? Ini Faktanya” disitu dijelaskan jika gambar tersebut merupakan hasil editan dari Menteri Sosial Juliari P Batubara yang mengenakan baju tahanan KPK usai menjalani pemeriksaan di Gedung KPK pada 6 Desember 2020 lalu.Selain itu turnbackhoax.id juga sebelumnya pernah mengangkat isu serupa mengenai penangkapan Anies Baswedan oleh KPK atas kasus korupsi Formula E. Hingga kini juga Anies masih menyandang status sebagai salah satu calon presiden 2024, sehingga dapat disimpulkan bahwa klaim yang menyatakan Anies ditangkap atas kasus korupsi Formula E yang menyebabkan dirinya gagal menjadi capres adalah informasi yang tidak benar.  : KPK Tahan Anies Baswedan atas Kasus Korupsi Formula E"
Aksi Demonstrasi Tuntut Gibran Rakabuming Raka Turun dari Jabatan Wali Kota Solo,"Beredar pesan berantai berbentuk unggahan video di media sosial WhatsApp yang mengeklaim bahwa terdapat aksi demonstrasi menuntut Gibran Rakabuming Raka turun dari jabatannya sebagai Wali Kota Solo. Dalam pesan berantai tersebut termuat narasi ""Kondisi kota Solo hari ini mencekam dan rusuh menentang dan menyuruh Gibran turun alias lengser jadi wali kota solo.."".Faktanya, klaim yang beredar tersebut adalah tidak benar. Dilansir dari turnbackhoax.id, aksi demonstrasi tersebut diinisiasi oleh Aliansi Solidaritas Perlawanan Rakyat Soloraya (Sodara) guna membantah aksi yang dilakukan Aliansi Mahasiswa Solo Raya Untuk Kepemimpinan Bermartabat (AMSR-UKB) pada 6 Februari 2024. Diketahui bahwa AMSR-UKB menggelar aksi demonstrasi dan menuntut Gibran Rakabuming Raka menandatangani pakta integritas. Sampai saat ini, tidak ditemukan informasi kredibel terkait klaim aksi demonstrasi menuntut Gibran Rakabuming Raka turun dari jabatan Wali Kota Solo."
Microsoft akan menonaktifkan komputer yang berbagi konten Anti – Mainstream demi mengurangi Mis-Informasi konten menjelang PEMILU 2024,"Periksa Fakta Vania.Faktanya, dari hasil wawancara asli tidak ada yang menyatakan untuk menonaktifkan komputer, dan tidak adanya bukti penunjang dalam informasi tersebut.         Narasi  [Diterjemahkan dalam bahasa Indonesia]Microsoft telah mengumumkan rencana untuk menonaktifkan komputer orang-orang yang berbagi konten ‘non-mainstream’ secara online, dalam upaya untuk memerangi apa yang disebut ‘misinformasi’ menjelang pemilu tahun 2024.  Penjelasan:  Akun facebook Linda Ann Heagstedt memposting sebuah unggahan yang men-screenshot artikel dari laman berita The People Voice. Di dalam postingan tersebut bernarasikan :“Microsoft has announced plan to disable the computers of people who share ‘non-mainstream’ content online, in attempt to combat so called ‘misinformation’ in the run up to the 2024 election”Setelah dilakukan penelusuran, ternyata kutipan yang di unggah di dalam artikel yang disematkan mengutip wawancara CEO Microsoft Satya Nadella bersama pembawa berita NBC News Lester Holt yang berdiskusi tentang kecerdasan buatan atau AI pada 31 Januari 2024, dan telah di upload di laman youtube NBC News. Di dalam wawancara tersebut tidak ada yang menyebutkan mengenai penonaktifan komputer bagi yang menyebarkan konten anti-mainstream.Dilansir dari kompas.com, platform media berita The People Voice merupakan media berita yang menerbitkan berita konspirasi dan kredibilitas rendah.    Referensi:"
Gibran hanya sedikit bicara saat kampanye,"Hasil periksa fakta Raka.[FAKTANYA]: Video yang menampilkan ketidakpuasan masyarakat akan aspirasi yang diucapkan Gibran saat berkampanye itu adalah tidak benar. Video tersebut telah dipotong dan dimanipulasi dengan kalimat-kalimat yang memprovokasi. INSTAGRAM  PENDUKUNG SENDIRI PUN BINGUNG Isi otaknya Cuma segitu Beredar sebuah video di media sosial Instagram yang berisi cawapres Gibran sedang menyampaikan aspirasinya kepada masyarakat ditutup dengan ketidakpuasan masyarakat akan apa yang disampaikan Gibran kepada masyarakat dibuktikan dengan menanggapi Gibran dengan kata “segitu aja mas gibran, jauh-jauh dari Solo?”. Namun setelah ditelusuri video tersebut ternyata hanyalah potongan dari video yang asli. Yang sebenarnya terjadi adalah Cawapres Gibran sedang menghadiri Deklarasi Buruh Pelabuhan di Cilincing. Dalam video Gibran mengatakan akan memberikan sertifikat profesi kepada buruh dan akan langsung melaksanakan kerja bakti untuk membersihkan rusun di daerah tersebut. Kata-kata “segitu aja mas Gibran, jauh-jauh dari Solo?” yang diucapkan tersebut telah dipotong Kalimat yang benar adalah sebuah kalimat pujian kepada cawapres paslon 2 yang telah menghadiri deklarasi buruh pelabuhan tersebut berbunyi, “segitu aja mas, jauh-jauh dari solo?, tajam lho kata-katanya, tidak perlu tunggu pemilu rusun ini langsung di perbaiki!!”. Dengan demikian video yang memperlihatkan Gibran minim bicara tersebut adalah tidak benar dan masuk kategori Konten yang Menyesatkan."
KPU benarkan Gibran membeli ijazah palsu di Australia,"Isu Cawapres nomor urut 02, Gibran Rakabuming Raka membeli ijazah palsu beredar di media sosial. Sebuah unggahan video di YouTube menarasikan bahwa Komisi Pemilihan Umum (KPU) membenarkan isu yang beredar di media sosial yaitu Gibran membeli ijazah palsu. Dalam video tersebut juga diklaim bahwa Gibran membeli ijazah palsu di Australia sebesar Rp500 juta menggunakan uang negara. Thumbnail dalam video tersebut memperlihatkan komisioner KPU melakukan konferensi pers. Berikut narasi dalam unggahan tersebut: “JKW TERKEJUT! KPU MEMBENARKAN GIBRAN MEMBELI IJAZAH PALSU DI AUSTRALIA SENILAI 500 M DGN UANG NEGARA” Namun, benarkah KPU benarkan Gibran membeli ijazah palsu di Australia? Unggahan hoaks yang menarasikan KPU benarkan Gibran membeli ijazah palsu di Australia. Faktanya, isi video tidak sesuai dnegan narasi judul. (YouTube) Berdasarkan penelusuran, thumbnail video tersebut serupa dengan unggahan ANTARA yang berjudul “KPU: Seorang eks terpidana tidak memenuhi syarat sebagai caleg”. Dalam berita tersebut diberi keterangan Ketua KPU RI Hasyim Asy'ari menyatakan bahwa satu nama eks terpidana yang mendaftar sebagai bakal calon anggota DPD RI tidak memenuhi syarat dengan alasan belum memenuhi syarat bebas murni selama 5 tahun. Dalam video tersebut, narator hanya membacakan unggahan Nawacita Post yang berjudul “Isu Ijazah Palsu Gibran Rakabuming Kembali Muncul, Roy Suryo Mencari Foto Kelulusan di University of Bradford”. Secara keseluruhan video, tidak terdapat keterangan KPU benarkan Gibran membeli ijazah palsu di Australia Rp500 juta seperti yang dinarasikan dijudul video. Dengan demikian, klaim KPU benarkan Gibran membeli ijazah palsu di Australia merupakan keliru. KPU benarkan Gibran membeli ijazah palsu di Australia Hoaks"
